Date,Close**,Volume,Close Off High,Day Diff,Volatility,SIA,SIA2,Movement
2018-05-23 00:00:00,7557.82,6491120000,8173.3055342185,596.3110980605,0.0680321709,81.6542948038,70.3575547866,Up
2018-05-24 00:00:00,7587.34,6049220000,-2575.4675305551,-34.6774022896,0.0538888419,94.8140387638,123.3140655106,Down
2018-05-25 00:00:00,7480.14,4867830000,3433.8999587226,147.7286197858,0.0351000356,110.8879067899,74.4186046512,Down
2018-05-26 00:00:00,7355.88,4051540000,9450.4958543326,174.4478045757,0.0328645772,98.0227177114,82.3529411765,Up
2018-05-27 00:00:00,7368.22,4056520000,-7559.1261960644,-8.3400343381,0.0150473779,60.6653620352,82.119205298,Down
2018-05-28 00:00:00,7135.99,5040600000,7793.5629871763,319.2376931644,0.0431619346,126.311844078,72.5326991677,Up
2018-05-29 00:00:00,7472.59,5662660000,-7529.2605682288,-481.2846975788,0.0611182334,126.8362594052,114.3451143451,Down
2018-05-30 00:00:00,7406.52,4922540000,2856.9781296844,84.6215325052,0.0348299068,105.3033193438,80.9399477807,Up
2018-05-31 00:00:00,7494.17,5127130000,-738.9918069177,-118.8471743078,0.0334546289,138.526119403,168.1415929204,Up
2018-06-01 00:00:00,7541.45,4921460000,-3588.3276761741,-54.3282626955,0.0263162105,92.4552987353,112.1495327103,Up
